;ward;turnout_98;inperson;phone;inperson_rand;phone_rand;age;maj_party;turnout_96
24;4;0;0;0;0;0;58;1;0
1135;8;0;0;0;0;0;32;1;1
18077;16;1;0;0;0;0;74;1;1
9833;27;0;0;0;0;0;43;1;0
9790;28;1;0;0;0;0;46;1;1
11390;2;0;0;0;0;0;36;1;0
22606;24;0;0;0;0;0;56;1;0
21683;28;1;0;0;0;0;36;0;1
8335;14;1;0;0;0;0;74;0;1
879;17;0;0;0;0;0;37;0;0
11972;15;0;0;0;0;0;78;1;1
9522;12;0;0;0;0;0;34;1;1
22775;16;0;0;0;0;0;38;1;0
20684;27;1;0;0;0;1;72;0;0
22595;24;0;0;0;0;1;50;1;0
5481;11;0;0;0;0;0;25;0;0
22360;30;0;0;0;0;0;77;1;1
19947;6;1;0;0;0;0;63;1;0
5088;12;0;0;0;0;0;61;1;1
23316;7;0;0;0;0;0;40;1;1
1741;30;0;0;0;0;0;78;1;1
9391;8;0;0;0;0;0;69;1;0
7257;29;0;0;0;0;0;40;0;0
21101;22;1;0;0;0;0;37;1;1
4907;12;0;0;0;0;0;43;0;0
57;22;1;0;0;0;0;75;1;1
15622;21;0;0;0;0;0;68;1;1
10936;30;0;0;0;0;0;29;1;0
18789;22;1;0;0;0;0;52;1;0
16593;23;0;0;0;0;0;21;0;0
703;12;1;0;0;0;0;38;1;0
23098;8;0;0;0;0;0;69;1;1
4138;26;0;0;0;0;0;35;1;1
12588;9;0;0;0;0;0;44;0;0
14755;28;0;0;0;0;0;35;1;1
19602;17;1;0;0;0;0;NA;1;1
7170;29;0;0;0;0;0;27;1;0
1168;29;0;0;0;0;0;69;1;1
16889;13;0;0;0;0;0;36;1;0
20712;7;0;0;0;0;1;49;1;0
10784;22;1;0;0;0;0;45;0;0
7522;24;0;0;0;0;0;36;1;1
995;27;1;0;0;0;0;51;1;0
16020;9;0;0;0;0;0;37;1;0
21867;10;1;0;0;0;0;36;1;1
13346;12;0;0;0;0;0;75;0;0
12004;6;0;0;0;0;1;25;1;0
3656;4;0;0;0;0;0;30;1;0
18514;24;0;0;0;0;0;20;1;1
7651;24;1;0;0;0;0;30;1;0
7602;24;1;0;0;0;0;30;1;1
1033;8;0;0;0;0;0;38;1;1
7849;26;1;0;0;0;0;58;1;1
10133;27;1;0;0;0;0;76;0;1
2442;25;0;0;0;0;0;47;1;0
19816;6;1;0;0;0;0;69;1;1
11368;2;0;0;0;0;0;23;0;1
12496;20;0;0;0;0;0;83;1;1
19198;10;0;0;0;0;0;59;1;0
22730;3;1;0;0;0;0;23;1;0
9857;2;0;0;0;0;0;30;1;1
13243;14;0;0;0;0;1;29;1;0
6563;11;0;0;0;0;0;74;1;0
17464;30;1;0;0;0;0;34;1;1
14003;25;1;0;0;0;0;59;1;1
17033;11;1;0;0;0;0;38;1;1
9935;10;0;0;0;0;0;34;1;1
20404;9;0;0;0;0;0;25;1;0
7215;28;1;0;0;0;0;64;0;1
16821;13;1;0;0;0;0;39;1;1
1654;22;0;0;0;0;0;32;1;0
5675;11;0;0;0;0;0;61;1;0
21650;30;0;0;0;0;0;88;1;0
17144;13;0;0;0;0;0;35;0;0
12641;19;0;0;0;0;0;36;1;0
14253;15;0;0;0;0;1;53;1;0
7036;24;1;0;0;0;0;80;0;0
7516;24;0;0;0;0;0;34;1;1
7612;24;1;0;0;0;1;25;1;1
16327;14;1;0;0;0;0;39;1;1
16694;19;1;0;0;0;0;41;1;1
11893;17;1;0;0;0;0;28;1;0
2222;19;1;0;0;0;0;27;0;0
6177;11;1;0;0;0;0;75;1;1
16246;14;1;0;0;0;0;76;1;1
5635;11;1;0;0;0;0;77;1;1
15442;9;0;0;0;0;0;86;1;0
10802;21;0;0;0;0;0;36;1;0
17148;13;0;0;0;0;1;57;1;0
3352;15;0;0;0;0;0;39;1;1
20021;18;0;0;0;0;0;34;0;1
757;25;0;0;0;0;0;71;1;0
18329;20;1;0;0;0;0;87;1;1
20603;27;0;0;0;0;0;64;1;1
16406;9;0;0;0;0;0;43;0;0
4261;3;0;0;0;0;1;96;1;0
9817;27;1;0;0;0;0;70;1;1
22078;19;1;0;0;0;0;33;1;1
18735;6;0;0;0;0;0;77;1;1
17527;13;1;0;0;0;0;55;0;0
2720;25;1;0;0;0;0;86;1;1
5764;11;1;0;0;0;0;76;1;1
17658;5;1;0;0;0;0;58;1;1
6355;11;1;0;0;0;0;81;1;1
11882;17;0;0;0;0;0;30;0;0
3768;26;0;0;0;0;0;54;1;0
18573;24;0;0;0;0;0;38;0;0
829;20;1;0;0;0;0;36;1;1
837;20;0;0;0;0;0;64;1;0
4634;2;0;0;0;0;0;27;1;0
5250;27;0;0;0;0;0;61;1;1
18137;27;0;0;0;0;0;55;1;1
18341;20;0;0;0;0;1;91;1;1
20751;30;0;0;0;0;0;81;1;1
22063;19;1;0;0;0;0;38;1;0
5208;7;0;0;0;0;0;39;1;1
163;27;0;0;0;0;0;40;1;0
23232;7;0;0;0;0;0;25;1;1
23321;7;0;0;0;0;0;74;0;1
9118;27;1;0;0;0;0;41;0;1
12264;6;0;0;0;0;0;23;0;1
19494;3;0;0;0;0;0;94;1;1
11954;16;0;0;0;0;0;22;1;0
10282;3;0;0;0;0;0;27;0;0
2606;14;0;0;0;0;0;44;1;1
15894;7;0;0;0;0;0;26;1;1
6836;24;1;0;0;0;0;33;1;1
2010;25;1;0;0;0;0;53;1;1
10800;21;1;0;0;0;0;36;1;0
2745;25;1;0;0;0;0;37;1;1
6364;11;1;0;0;0;0;90;1;1
22150;25;1;0;0;0;0;47;1;1
12013;6;0;0;0;0;0;59;1;1
17566;30;0;0;0;0;0;40;1;1
3915;21;1;0;0;0;0;61;1;0
18324;21;0;0;0;0;0;29;1;1
2276;28;1;0;0;0;0;78;1;1
3968;7;1;0;0;0;0;28;1;1
21794;27;1;0;0;0;0;41;0;0
1201;27;0;0;0;0;0;44;0;0
17928;22;0;0;0;0;1;29;1;1
1836;30;0;0;0;0;0;26;0;1
2403;5;0;0;0;0;0;32;0;0
2888;8;0;0;0;0;0;34;0;0
9316;4;0;0;0;0;0;45;1;0
20441;6;0;0;0;0;0;77;1;0
21069;30;0;0;0;0;0;NA;1;0
12731;13;0;0;0;0;0;28;0;0
3995;7;0;0;0;0;0;28;1;1
23350;7;0;0;0;0;0;28;1;1
11237;3;0;0;0;0;1;69;0;1
16983;11;1;0;0;0;0;40;1;1
13982;25;1;0;0;0;0;50;0;1
21144;13;1;0;0;0;0;48;1;0
9512;14;1;0;0;0;0;63;0;1
16159;24;0;0;0;0;0;28;0;0
17947;8;1;0;0;0;0;56;0;1
18631;23;1;0;0;0;0;62;1;1
18614;23;0;0;0;0;0;48;1;1
21232;21;0;0;0;0;0;22;0;0
15515;7;1;0;0;0;0;49;1;1
7660;2;0;0;0;0;0;35;0;1
21034;30;0;0;0;0;0;50;1;0
3157;8;0;0;0;0;0;34;1;1
22529;22;0;0;0;0;0;47;1;1
4767;21;0;0;0;0;0;52;1;0
15393;7;0;0;0;0;0;29;1;1
1160;29;0;0;0;0;0;22;0;0
6704;24;0;0;0;0;0;21;0;0
19978;6;1;0;0;0;0;73;1;1
9057;26;0;0;0;0;1;100;1;0
13051;10;0;0;0;0;0;54;1;0
22525;20;0;0;0;0;0;27;0;0
21028;30;0;0;0;0;0;20;0;0
3860;21;0;0;0;0;0;36;0;0
19175;10;0;0;0;0;0;39;0;0
11487;2;0;0;0;0;0;33;0;0
21646;27;0;0;0;0;0;49;0;0
22862;17;1;0;0;0;0;39;0;0
21570;12;1;0;0;0;1;49;1;1
1593;22;1;0;0;0;0;86;1;1
7153;24;0;0;0;0;0;45;1;0
867;17;1;0;0;0;0;79;1;1
8811;9;0;0;0;0;0;32;1;0
1494;14;0;0;0;0;1;28;1;0
9848;2;0;0;0;0;0;39;1;0
20711;7;0;0;0;0;0;33;1;0
15628;21;1;0;0;0;0;39;0;1
15610;21;0;0;0;0;0;36;0;0
9249;12;0;0;0;0;0;66;0;0
17191;13;0;0;0;0;0;46;1;1
18346;20;1;0;0;0;0;41;1;1
14595;20;1;0;0;0;0;71;1;1
13938;25;0;0;0;0;0;27;1;0
1424;17;1;0;0;0;0;52;1;1
5477;11;0;0;0;0;0;26;1;0
11400;2;0;0;0;0;0;29;1;0
5441;11;0;0;0;0;0;31;1;0
16430;20;1;0;0;0;0;31;1;0
18649;20;0;0;0;0;0;21;0;0
23295;7;1;0;0;0;0;29;1;0
16361;8;0;0;0;0;0;27;0;0
1503;14;1;0;0;0;0;42;0;1
19084;24;1;0;0;0;0;36;1;0
1885;30;0;0;0;0;0;34;1;0
4340;23;1;0;0;0;0;41;1;1
790;20;1;0;0;0;0;40;1;1
1638;22;1;0;0;0;0;78;1;1
9362;8;0;0;0;0;0;36;1;0
9526;12;0;0;0;0;0;42;0;1
11323;7;0;0;0;0;0;38;0;0
4304;23;0;0;0;0;0;20;1;0
1373;16;0;0;0;0;0;38;1;1
1413;12;0;0;0;0;0;25;1;0
5383;30;0;0;0;0;0;55;0;0
14453;22;0;0;0;0;0;57;1;1
18701;20;0;0;0;0;0;82;1;1
8589;27;1;0;0;0;0;49;1;1
5369;27;1;0;0;0;0;74;1;1
8075;27;0;0;0;0;0;32;0;0
1844;30;0;0;0;0;0;44;1;1
3206;15;0;0;0;0;0;56;1;0
10634;16;0;0;0;0;1;50;1;0
18718;20;1;0;1;0;1;68;1;1
22436;19;0;0;0;0;0;47;0;0
696;12;1;0;0;0;0;58;1;0
23288;7;0;0;0;0;0;52;0;1
7764;25;1;0;0;0;0;51;1;0
8445;14;0;0;0;0;0;82;1;1
5708;11;1;0;0;0;0;81;1;1
15869;2;0;0;0;0;0;29;0;0
182;27;0;0;0;0;1;34;1;0
2853;2;1;0;0;0;0;24;0;0
22277;10;0;0;0;0;1;30;0;0
1682;30;1;0;0;0;0;25;1;0
11639;8;0;0;0;0;0;32;1;0
10582;30;0;0;0;0;1;33;0;0
11491;2;0;0;0;0;0;47;1;0
18227;19;0;0;0;0;0;44;1;1
4819;21;1;0;0;0;0;77;1;1
20616;30;1;0;0;0;0;64;1;0
14141;12;1;0;0;0;0;41;1;1
23399;7;0;0;0;0;0;53;1;1
1397;12;0;0;0;0;0;48;1;0
19031;29;0;0;0;0;0;27;1;0
21371;25;0;0;0;0;0;82;0;1
146;25;0;0;0;0;1;28;1;0
6684;23;0;0;0;0;0;50;1;0
10711;21;0;0;0;0;0;30;1;0
5952;11;1;0;0;0;0;80;1;1
12317;18;1;0;0;0;0;75;1;1
22582;26;0;0;0;0;0;27;1;0
18601;28;0;0;0;0;0;28;1;0
4122;7;0;0;0;0;0;53;1;0
21393;27;0;0;0;0;0;59;1;0
7308;25;0;0;0;0;0;26;1;1
98;25;1;0;0;0;1;79;1;0
13393;12;1;0;0;0;0;64;0;0
4008;18;1;0;0;0;0;30;1;1
15379;9;1;0;0;0;0;63;1;1
15107;8;0;0;0;0;0;26;1;0
22715;24;1;0;0;0;0;37;1;0
1240;29;0;0;0;0;0;29;0;0
891;18;1;0;0;0;0;81;0;0
8166;29;1;0;0;0;0;82;0;0
20190;17;0;0;0;0;0;33;0;0
14579;20;0;0;0;0;0;66;1;0
22708;24;0;0;0;0;0;37;1;0
19230;10;0;0;0;0;0;37;1;0
4178;3;0;0;0;0;0;28;0;1
3333;14;0;0;0;0;0;56;1;0
1897;30;0;0;0;0;0;24;1;0
4808;21;0;0;0;0;0;42;1;1
15881;7;1;0;0;0;0;57;1;1
1809;30;0;0;0;0;0;27;1;0
7276;25;0;0;0;0;0;22;1;0
13195;10;1;0;0;0;1;56;1;0
1627;22;0;0;0;0;0;40;1;0
18248;19;0;0;0;0;1;29;0;0
2462;25;1;0;0;0;0;67;1;0
23401;7;0;0;0;0;0;56;1;0
2664;7;1;0;0;0;0;41;1;0
18894;6;0;0;0;0;0;21;1;0
15438;9;0;0;0;0;0;51;1;1
16325;14;0;0;0;0;0;34;1;1
19552;3;0;0;0;0;0;76;1;1
3032;14;0;0;0;0;0;23;0;0
17737;13;0;0;0;0;0;25;1;0
22762;16;0;0;0;0;0;26;1;0
3649;3;0;0;0;0;0;32;1;0
11661;8;0;0;0;0;0;19;0;0
3698;3;0;0;0;0;0;29;1;0
3191;16;0;0;0;0;0;25;1;0
10207;6;0;0;0;0;0;24;1;0
51;4;0;0;0;0;0;32;1;0
2405;7;0;0;0;0;0;29;1;0
3200;16;1;0;0;0;0;60;1;1
20386;9;1;0;0;0;0;54;1;1
10344;6;1;0;0;0;0;54;1;1
4931;20;1;0;0;0;0;45;1;1
2925;7;1;0;0;0;0;28;0;0
7452;28;0;0;0;0;1;34;1;0
8544;13;1;0;0;0;0;74;0;1
4018;18;1;0;0;0;0;49;0;0
16850;13;0;0;0;0;0;78;0;0
21225;21;1;0;0;0;0;42;1;0
1787;30;0;0;0;0;0;26;1;0
5080;12;0;0;0;0;0;58;1;1
17890;11;0;0;0;0;0;52;0;0
11582;24;0;0;0;0;0;29;0;0
10435;8;1;0;0;0;0;61;1;1
9245;12;1;0;0;0;0;44;1;0
17570;30;0;0;0;0;1;45;1;0
18941;22;0;0;0;0;0;50;1;0
5268;27;0;0;0;0;0;66;1;0
15204;7;1;0;0;0;0;57;1;1
21834;28;1;0;0;0;1;34;0;1
9092;27;0;0;0;0;0;36;1;0
20334;4;0;0;0;0;0;20;1;0
15594;2;1;0;0;0;0;69;1;1
8750;9;1;0;0;0;0;53;1;1
1778;30;0;0;0;0;0;26;1;0
14534;9;0;0;0;0;0;29;1;0
20445;6;0;0;0;0;0;45;0;0
5273;27;1;0;0;0;0;60;1;0
21364;25;0;0;0;0;0;44;1;0
2425;25;1;0;0;0;0;39;0;0
870;17;0;0;0;0;0;43;0;1
9339;8;0;0;0;0;0;26;0;0
20793;10;0;0;0;0;1;66;1;0
4736;21;1;0;0;0;0;34;1;0
12085;26;0;0;0;0;0;34;1;1
15729;27;0;0;0;0;0;42;1;1
12808;13;1;0;0;0;0;51;1;1
10092;14;0;0;0;0;0;71;0;0
5222;7;0;0;0;0;0;43;0;0
14570;21;0;0;0;0;0;29;0;0
2172;10;0;0;0;0;0;78;1;0
1618;22;1;0;0;0;0;71;1;0
19030;29;0;0;0;0;0;23;0;0
6834;24;0;0;0;0;0;41;1;1
17474;30;0;0;0;0;1;27;0;0
18086;23;0;0;0;0;0;44;0;1
10472;6;1;0;0;0;0;59;0;0
11430;2;1;0;0;0;0;25;1;0
11694;17;1;0;0;0;0;NA;1;1
18593;28;1;0;0;0;0;45;0;1
5776;11;1;0;0;0;0;87;1;1
19981;6;0;0;0;0;0;82;1;1
22072;19;0;0;0;0;0;57;0;1
10810;21;0;0;0;0;0;58;0;0
9321;4;0;0;0;0;0;42;1;0
7353;25;1;0;0;0;0;63;0;1
22731;16;0;0;0;0;0;54;1;0
7039;24;0;0;0;0;0;61;1;0
14135;12;1;0;0;0;0;54;1;1
22542;2;1;0;0;0;0;33;1;1
15484;8;0;0;0;0;0;25;1;0
18378;20;1;0;0;0;0;85;1;1
22124;29;0;0;0;0;0;44;1;0
3428;7;0;0;0;0;0;27;0;1
4629;2;0;0;0;0;0;18;0;0
9172;27;1;0;0;0;0;58;1;0
22679;28;0;0;0;0;0;28;1;0
17255;13;1;0;0;0;0;32;1;0
1797;30;0;0;0;0;0;32;0;1
16368;5;1;0;0;0;0;53;1;1
16765;19;1;0;0;0;0;25;0;1
8447;14;1;0;0;0;0;74;0;1
19127;8;0;0;0;0;0;32;1;1
76;22;1;0;0;0;0;80;1;1
27;4;1;0;0;0;0;37;0;0
10807;21;1;0;0;0;0;55;1;0
16577;23;1;0;0;0;0;31;1;1
21073;30;0;0;0;0;0;43;1;0
15221;9;0;0;0;0;0;58;1;0
22195;8;1;0;0;0;0;36;1;0
4681;19;0;0;0;0;0;36;1;0
7875;12;0;0;0;0;0;23;0;1
496;14;1;0;0;0;0;24;1;1
19879;6;1;0;0;0;0;76;0;1
181;27;1;0;0;0;0;34;1;0
6920;9;0;0;0;0;0;29;0;0
21234;30;0;0;0;0;0;22;0;0
11865;23;0;0;0;0;0;19;0;0
10151;8;1;0;0;0;0;55;1;1
19833;6;1;0;0;0;0;84;1;1
18708;20;0;0;0;0;0;61;0;0
21647;27;0;0;0;0;0;28;0;0
14870;28;0;0;0;0;0;24;0;0
7934;10;1;0;0;0;1;64;1;1
20395;9;0;0;0;0;0;26;1;0
6054;11;1;0;0;0;0;90;1;1
6887;2;0;0;0;0;1;30;1;1
8285;16;0;0;0;0;0;28;0;0
14161;9;0;0;0;0;0;44;1;0
15932;2;0;0;0;0;0;25;1;0
1206;27;1;0;1;0;1;80;1;1
22468;19;0;0;0;0;1;44;1;0
4872;21;0;0;0;0;0;62;1;1
7033;24;0;0;0;0;0;48;0;1
8681;26;1;0;0;0;1;73;1;1
19982;6;1;0;0;0;0;77;1;0
13398;15;0;0;0;0;0;38;1;0
13012;20;0;0;0;0;0;56;1;0
18219;19;0;0;0;0;0;54;1;0
20963;4;0;0;0;0;0;41;1;0
4415;23;1;0;0;0;0;41;1;1
23413;7;1;0;0;0;0;47;1;0
16524;15;0;0;0;0;0;31;1;0
21136;22;0;0;0;0;0;45;1;0
4785;20;0;0;0;0;0;39;1;0
14180;23;0;0;0;0;0;28;1;0
20844;8;0;0;0;0;0;43;1;0
15858;7;1;0;0;0;0;77;1;1
21620;27;0;0;0;0;0;26;0;0
17178;13;0;0;0;0;0;26;1;1
3285;13;1;0;0;0;0;74;0;1
19678;21;0;0;0;0;0;35;1;1
21493;25;0;0;0;0;1;37;0;0
23312;7;0;0;0;0;0;46;0;0
6430;11;0;0;0;0;0;80;1;0
21655;24;1;0;0;0;0;34;1;1
4170;3;0;0;0;0;0;44;0;1
13513;19;1;0;0;0;0;77;1;1
6006;11;1;0;0;0;0;70;1;1
11437;2;0;0;0;0;0;89;1;1
17236;13;0;0;0;0;1;44;1;1
17455;13;1;0;0;0;0;81;1;1
17096;11;0;0;0;0;0;48;1;0
13062;10;0;0;0;0;0;47;1;0
19873;6;1;0;0;0;1;72;1;1
19045;29;0;0;0;0;0;26;0;0
23335;22;0;0;0;0;0;23;1;0
4307;23;1;0;0;0;1;66;1;1
16894;13;0;0;0;0;0;27;0;0
4512;26;0;0;0;0;0;34;0;0
9510;14;0;0;0;0;0;30;0;0
8559;13;1;0;0;0;0;80;1;1
18805;22;1;0;0;0;0;65;1;1
4669;19;1;0;0;0;0;86;1;0
1006;27;1;0;0;0;0;46;1;1
4962;18;0;0;0;0;0;82;1;1
252;13;1;0;0;0;0;47;1;1
9751;12;0;0;0;0;0;30;1;0
2530;25;0;0;0;0;0;24;0;0
20636;30;0;0;0;0;0;34;1;1
7173;29;1;0;0;0;0;61;1;1
20428;23;0;0;0;0;0;51;0;0
8221;14;1;0;0;0;0;45;0;1
16229;13;1;0;0;0;0;78;1;1
16089;15;1;0;0;0;0;47;1;0
8339;15;0;0;0;0;0;28;1;0
15372;7;1;0;0;0;0;65;1;0
14348;18;1;0;0;0;0;75;1;1
6556;11;0;0;0;0;0;73;1;1
6074;11;1;0;0;0;0;88;1;1
20154;17;1;0;0;0;0;59;1;1
11665;8;0;0;0;0;0;26;0;1
8388;15;1;0;0;0;0;75;1;1
19248;6;0;0;0;0;0;26;0;0
1267;29;0;0;0;0;0;22;1;0
4896;12;0;0;0;0;0;46;1;0
2533;27;0;0;0;0;0;28;0;0
14385;12;0;0;0;0;0;62;0;0
8726;18;1;0;0;0;0;88;1;1
8203;13;0;0;0;0;0;51;1;0
20265;17;0;0;0;0;0;75;0;0
8106;14;0;0;0;0;0;42;0;1
16782;19;0;0;0;0;0;25;1;0
20111;18;0;0;0;0;0;44;1;0
14160;9;0;0;0;0;0;45;1;0
16179;24;1;0;1;0;1;40;1;1
762;25;0;0;0;0;0;53;1;0
20402;9;0;0;0;0;0;50;1;0
14046;9;1;0;0;0;0;55;1;1
17925;22;0;0;0;0;0;39;1;1
3160;8;1;0;0;0;0;28;1;0
10066;14;0;0;0;0;1;78;1;0
1287;16;0;0;0;0;0;29;1;0
1427;17;1;0;0;0;0;47;1;1
16422;20;1;0;1;0;1;NA;1;1
22370;30;0;0;0;0;0;55;1;0
1646;22;0;0;0;0;0;31;1;0
21314;20;0;0;0;0;0;50;0;0
4204;20;0;0;0;0;1;88;1;0
11428;2;0;0;0;0;0;32;1;1
16270;27;1;0;0;0;0;59;0;1
21282;24;0;0;0;0;0;34;1;0
18423;21;0;0;0;0;0;25;0;0
19969;6;1;0;0;0;0;64;1;0
6776;2;0;0;0;0;0;57;1;1
4936;20;0;0;0;0;0;49;1;0
11516;2;0;0;0;0;0;43;1;0
18571;24;0;0;0;0;0;20;0;0
913;2;0;0;0;0;0;50;0;0
4181;20;1;0;0;0;0;63;1;1
14932;12;0;0;0;0;0;23;1;0
11153;5;0;0;0;0;0;68;1;0
19581;9;0;0;0;0;0;81;0;0
2264;28;0;0;0;0;0;26;1;0
15053;8;1;0;0;0;0;37;1;1
1405;12;0;0;1;0;1;50;1;0
8992;27;0;0;1;0;1;25;0;0
2811;25;1;0;0;0;0;33;1;1
1609;22;1;0;0;0;0;82;1;1
13954;26;1;0;1;0;1;87;1;1
16871;13;1;0;0;0;0;36;0;1
78;22;1;0;0;0;1;22;1;0
3591;18;0;0;0;0;0;45;1;1
11300;3;1;0;0;0;0;79;1;1
21729;28;0;0;0;0;0;40;1;0
9203;15;0;0;0;0;0;38;1;0
22431;19;0;0;0;0;0;75;1;1
7683;2;0;0;0;0;0;35;1;0
19477;3;1;0;0;0;0;24;1;0
7189;29;0;0;0;0;0;50;0;0
5457;11;0;0;0;0;0;36;0;0
11596;28;0;0;1;0;1;47;0;0
22535;2;1;0;0;0;0;42;1;1
4855;22;0;0;0;0;0;68;1;1
7337;3;0;0;0;0;0;19;0;0
7879;12;0;0;0;0;0;26;0;0
12198;23;0;0;0;0;0;28;0;1
15240;9;0;0;0;0;0;56;1;0
11447;2;1;0;0;0;0;43;1;0
13203;10;1;0;0;0;0;47;0;1
15014;11;0;0;0;0;0;29;1;0
21908;19;0;0;0;0;0;26;1;0
15278;7;1;0;0;0;0;44;0;1
10587;30;1;0;0;0;0;68;1;0
19141;8;0;0;0;0;0;42;1;0
7255;23;0;0;0;0;0;55;0;1
1359;15;0;0;0;0;1;28;1;1
5754;11;0;0;0;0;0;91;1;0
20591;27;0;0;0;0;0;36;0;0
4657;21;0;0;0;0;0;32;1;0
4342;23;1;0;0;0;0;51;1;0
5946;11;1;0;0;0;0;79;1;1
16225;24;1;0;0;0;1;21;1;1
11002;24;0;0;0;0;0;34;1;0
16331;14;0;0;0;0;0;38;1;0
750;25;1;0;0;0;1;40;0;0
4740;21;1;0;0;0;0;70;1;1
4655;21;0;0;0;0;0;54;0;0
8386;15;1;0;0;0;0;29;1;1
16037;9;0;0;0;0;0;48;1;0
18798;22;0;0;0;0;0;40;0;1
15581;2;1;0;0;0;0;74;1;1
3931;21;0;0;0;0;0;59;1;0
21011;23;0;0;0;0;1;35;1;0
22131;25;1;0;0;0;0;77;1;1
18906;6;0;0;0;0;0;32;1;1
10159;8;0;0;0;0;0;39;1;0
18702;21;1;0;0;0;0;50;1;1
2299;28;1;0;0;0;0;32;1;1
21048;30;0;0;0;0;0;24;0;0
18535;28;0;0;0;0;0;28;1;0
19213;10;0;0;0;0;0;35;1;0
12430;26;1;0;0;0;0;56;1;1
11059;14;0;0;0;0;0;45;1;1
17187;11;1;0;0;0;1;48;1;0
1159;29;0;0;0;0;0;31;1;0
23434;29;0;0;0;0;0;77;0;0
19713;22;0;0;0;0;0;25;0;0
3176;8;0;0;0;0;0;38;1;1
5463;11;0;0;0;0;0;56;1;0
10534;29;1;0;0;0;0;77;1;1
19079;24;0;0;0;0;1;19;0;0
17724;13;0;0;0;0;0;59;0;1
2384;5;1;0;0;0;0;77;1;0
1709;30;1;0;0;0;0;69;1;0
1088;9;1;0;0;0;0;39;1;1
424;22;0;0;0;0;0;75;1;1
2774;25;1;0;0;0;0;78;1;0
869;17;1;0;0;0;0;81;1;1
5464;11;0;0;0;0;0;52;1;0
15083;7;1;0;0;0;0;55;1;0
16348;24;0;0;0;0;0;62;1;1
17686;5;0;0;0;0;0;65;1;1
30;4;0;0;0;0;0;43;1;0
11066;14;1;0;0;0;0;47;1;1
10742;11;0;0;0;0;1;32;1;0
5206;7;1;0;0;0;0;62;1;1
15972;30;0;0;0;0;0;22;0;0
2359;10;0;0;0;0;0;64;1;0
6608;11;0;0;0;0;0;72;1;0
3562;6;0;0;0;0;0;45;1;0
7277;24;0;0;0;0;0;38;1;0
18971;4;0;0;0;0;1;31;0;0
21224;21;1;0;0;0;0;72;1;1
3852;2;0;0;0;0;0;27;1;0
5365;30;0;0;0;0;0;28;0;0
15205;7;1;0;0;0;0;29;1;1
15744;14;0;0;0;0;0;23;0;0
22720;24;0;0;0;0;1;40;1;1
5307;13;1;0;0;0;0;38;1;0
6029;11;0;0;0;0;0;89;1;0
733;25;0;0;0;0;0;30;1;1
7679;2;1;0;0;0;0;58;1;0
4192;20;0;0;0;0;0;73;1;0
17371;20;0;0;0;0;0;37;1;0
7888;15;0;0;0;0;0;19;1;0
70;22;0;0;0;0;0;47;1;0
14798;25;1;0;0;0;0;46;1;1
1769;30;0;0;0;0;0;47;1;0
16145;15;0;0;0;0;0;24;1;0
6867;2;0;0;0;0;0;NA;1;0
1245;27;0;0;0;0;0;49;1;1
1875;30;1;0;0;0;0;24;1;1
21748;27;0;0;0;0;0;60;1;0
4721;21;0;0;0;0;0;44;1;0
1379;12;0;0;0;0;0;32;1;0
20953;4;0;0;0;0;1;25;1;0
22602;24;0;0;0;0;0;64;1;0
9714;23;1;0;0;0;0;52;1;1
1952;24;0;0;0;0;0;55;1;0
13018;20;0;0;0;0;0;58;1;0
6249;11;1;0;0;0;0;71;1;1
13386;12;1;0;0;0;0;40;0;1
19679;21;1;0;0;0;0;38;1;1
3657;3;0;0;0;0;1;58;1;0
18525;24;0;0;0;0;0;29;1;0
13829;24;0;0;0;0;0;45;0;0
64;22;1;0;0;0;0;89;1;1
17603;29;0;0;0;0;0;53;1;0
4704;2;0;0;0;0;1;42;0;0
11429;2;0;0;0;0;0;26;0;1
6111;11;1;0;0;0;0;73;1;1
18839;30;0;0;0;0;0;26;0;0
17175;13;1;0;0;0;0;45;1;1
4813;21;0;0;0;0;0;26;0;0
19717;22;0;0;0;0;0;38;1;0
15428;9;0;0;0;0;0;NA;1;0
8472;15;0;0;0;0;0;63;1;1
13276;16;0;0;0;0;0;35;1;0
1846;30;0;0;0;0;0;53;1;0
11581;24;1;0;0;0;0;28;1;0
16223;24;0;0;0;0;0;23;0;0
16467;16;0;0;0;0;0;22;1;0
1756;30;0;0;0;0;0;21;1;0
2802;23;0;0;0;0;0;30;1;0
21573;2;0;0;0;0;1;42;0;1
1271;29;1;0;0;0;0;36;1;1
10798;21;0;0;0;0;0;38;1;0
22432;19;0;0;0;0;0;37;0;0
22071;10;0;0;0;0;0;25;1;1
5072;12;0;0;0;0;1;35;1;0
7518;24;0;0;0;0;0;35;0;0
8153;14;0;0;0;0;0;30;0;0
667;12;0;0;0;0;0;19;0;0
23303;7;1;0;0;0;0;41;1;1
9908;28;0;0;0;0;0;53;1;0
6718;24;0;0;0;0;0;36;1;0
10921;17;0;0;0;0;0;37;1;1
21940;19;0;0;0;0;0;30;0;1
15545;2;0;0;0;0;0;42;1;1
7460;25;0;0;0;0;0;44;1;0
12202;2;1;0;0;0;0;35;1;1
13838;24;0;0;0;0;0;27;0;1
9637;23;0;0;0;0;0;35;1;0
8231;14;0;0;0;0;0;26;1;0
1613;22;1;0;0;0;0;69;1;1
17560;30;0;0;0;0;0;43;1;0
8032;16;0;0;0;0;0;30;1;0
